362.749010841  -18.4586090188
367.376818083  9.58126046662
371.804818941  49.0032628639
378.458787799  86.6211907905
384.474833148  118.912282649
388.173852901  137.361285592
393.539486843  165.036924689
398.898876836  193.068255441
401.685239303  221.840855069
405.531512199  252.734796517
410.518866867  281.126088288
414.205398722  300.286474538
417.873198727  320.513935748
423.648331691  345.695463904
429.876671324  365.893039544
438.168636268  393.534523704
448.333265735  418.664819454
457.072193398  441.678042751
467.999625363  465.021341499
480.643623113  494.745743174
496.201463966  525.147373218
509.96781164  553.436200178
524.124926487  580.297991156
536.168464426  602.561406842
547.436711968  627.323202837
562.994552821  657.724832881
581.391309383  693.071991137
595.939191403  718.506746134
