-0.365791375238  0.00426936718372 5.5
7.44799110264  34.0524726574
30.6624750375  65.7872126049
54.9680891487  97.8648361043
74.5433911797  128.575194763
91.2298259059  157.185558439
103.426860937  191.538220976
106.466623688  226.709001
105.451461564  263.705202331
102.422625725  290.411961913
99.9942496961  324.579707484
96.5434269357  354.491961315
95.3435479722  381.177374062
96.3321733107  408.192862258
98.6117352096  424.169101095
104.802611145  446.500826656
114.998460359  469.852664138
131.500178246  488.15223923
150.971934781  503.927817809
171.553553341  518.97920498
192.513451175  533.314939476
214.601942882  545.859407604
236.677946691  559.115259039
252.944996142  569.949578774
270.28444392  582.193857021
286.495297826  596.229401638
300.517647429  609.934870804
313.001904138  627.92571728
326.508607578  650.172055498
339.140117429  680.607840479
347.854069294  705.043830391
353.704129652  725.957058705
