502.803399911  -17.6039350757
512.271308678  26.3822876764
520.432150683  61.4932965599
525.047470026  90.2445493523
530.078532341  116.14599955
533.083433041  132.469391306
537.148244169  150.914124881
540.847263923  169.363127824
545.065572143  199.897108251
550.740801915  230.769702863
557.066443094  266.257750236
560.584388312  295.02181113
563.17978999  313.839313827
567.132210027  338.686497166
571.028434519  366.734905385
573.858504633  393.017663439
575.60368852  418.601846288
578.080455157  444.177490402
582.783189794  467.949060045
588.602030404  490.640746627
597.353445966  512.942586617
608.652913256  535.925924345
620.45553881  551.079776328
637.397975466  565.10678221
660.14312253  581.911011445
684.338947195  599.409546518
708.769440297  624.373336948
