901.700715759  -11.9467567219
909.60191353  17.1217634194
918.525558033  50.4457753011
923.594084045  74.2130755774
927.665139123  92.3021174994
930.898464309  116.446456265
933.294059603  146.646091875
935.380059067  173.64877197
934.83059151  204.949637477
933.624468597  231.990741877
931.85534957  249.436710367
931.196092568  266.158487449
929.799008866  283.244494918
925.616603356  313.165287483
923.406765559  334.883825182
922.635117466  358.008052027
923.636230704  384.312156916
927.873270773  413.779062383
929.7370897  432.605103815
931.476029638  458.544978317
929.954066946  482.744818856
924.339715681  510.904230623
922.092414188  534.756918243
924.353244239  551.80023204
928.846286238  566.683779713
942.384209425  587.151659663
952.773621074  599.477055887
965.686108653  613.906716462
976.769639356  628.357723872
