X-Easting	Y-Northing	Z-Elevation
-290.7681849	-5.329707682	88
-263.6845683	-13.70496261	88
-234.4799456	-15.98912305	88
-197.743032	-13.05234534	88
-175.0645819	-9.462950374	88
-141.5907546	-3.589394969	88
-103.8409245	9.435757988	88
-71.48198504	20.31271244	88
-51.00611829	29.88443236	88
-533.3582597	58.00135962	89
-521.4140041	50.25152957	89
-508.3888511	42.52889191	89
-498.6471788	40.76138681	89
-481.3800136	45.22093814	89
-464.1264446	51.69272604	89
-445.8395649	65.23453433	89
-431.903467	82.69204623	89
-423.3854521	102.0258328	89
-420.2583277	119.2114208	89
-415.9959211	128.3752549	89
-401.8694765	117.6614548	89
-379.0346703	98.11012916	89
-357.1923861	65.45207342	89
-334.3099932	38.85791978	89
-306.0707002	19.44255608	89
-269.2386132	8.29367777	89
-225.9687288	4.350781781	89
-179.5105371	8.538409245	89
-141.7199184	15.52685248	89
-105.0237933	24.5003399	89
-81.33242692	38.17811013	89
-60.84296397	45.73759347	89
-40.35350102	53.29707682	89
-533.5078178	80.13596193	90
-519.3881713	70.42828008	90
-506.3834126	65.72399728	90
-493.4262407	68.06254249	90
-480.4826649	72.41332427	90
-456.7777022	84.07885792	90
-439.578518	98.59959211	90
-428.8919103	116.9816451	90
-422.5288919	135.2549286	90
-419.367777	147.4099252	90
-416.1386812	149.503739	90
-407.4167233	138.6539769	90
-391.1012916	123.9700884	90
-367.1719918	102.4337186	90
-345.4112848	81.84908226	90
-316.0707002	59.44255608	90
-279.1842284	40.24473148	90
-238.0353501	30.21074099	90
-196.9612509	31.24405167	90
-163.4602311	33.09313392	90
-114.8810333	43.37185588	90
-83.59619307	53.21549966	90
-63.10673012	60.774983	90
-43.70496261	69.31339225	90
-533.6573759	102.2705642	91
-523.8681169	93.46023114	91
-511.9442556	88.72875595	91
-498.9802855	90.06118287	91
-484.9694086	96.45139361	91
-466.6417403	103.9564922	91
-450.5030591	115.4316791	91
-437.675051	136.8864718	91
-421.5839565	155.4044867	91
-411.9238613	165.7104011	91
-401.0333107	153.9089055	91
-386.8728756	138.1645139	91
-367.2807614	118.5316111	91
-349.8844324	103.874915	91
-325.989123	87.36913664	91
-296.689327	70.99932019	91
-267.4235214	59.66009517	91
-237.110809	53.37865398	91
-202.5016995	51.23045547	91
-166.8456832	54.14004079	91
-139.8368457	56.83208702	91
-116.0842964	61.45479266	91
-95.58803535	68.00815772	91
-77.2603671	75.51325629	91
-58.94629504	85.03059143	91
-41.68592794	90.49626105	91
-553.3242692	132.9707682	92
-524.0788579	124.649898	92
-494.9150238	128.4024473	92
-456.0978926	143.4670292	92
-429.1910265	161.2508498	92
-415.2345343	175.6900068	92
-404.4935418	186.0231135	92
-396.8592794	176.1522774	92
-380.489463	153.4194426	92
-359.8368457	136.832087	92
-329.4221618	115.4588715	92
-306.6281441	101.9442556	92
-267.6002719	85.81917063	92
-245.9279402	78.31407206	92
-228.6131883	75.73079538	92
-210.2243372	74.18082937	92
-194.0176751	75.59483345	92
-171.3188307	76.16587356	92
-147.5458872	77.77022434	92
-125.9551326	82.33854521	92
-104.364378	86.90686608	92
-87.11080897	93.37865398	92
-67.69544528	99.90482665	92
-49.38817131	110.4282801	92
-568.6403807	159.7552685	93
-539.4221618	155.4588715	93
-524.2828008	154.8334466	93
-512.39293	155.1325629	93
-500.5234534	158.450034	93
-482.182189	163.942896	93
-452.0326309	181.8082937	93
-409.9932019	199.9728076	93
-397.0496261	204.3235894	93
-386.2066621	199.5649218	93
-376.3766145	184.717879	93
-366.5601632	171.8830727	93
-340.4554725	148.3888511	93
-276.3902107	106.7301156	93
-253.6097893	95.22773623	93
-229.7824609	88.78314072	93
-203.8341264	88.4296397	93
-171.4343984	93.26988443	93
-139.0278722	97.10401088	93
-119.5989123	101.617947	93
-100.1835486	108.1441196	93
-74.28280082	114.8334466	93
-53.80013596	123.3990483	93
-306.7912984	126.0910945	93
-430.4758668	191.407206	93
-575.3093134	186.757308	94
-540.6594154	178.5723997	94
-519.0074779	174.085656	94
-499.5989123	181.617947	94
-475.9007478	194.2895989	94
-442.5288919	215.2549286	94
-411.2508498	226.1046907	94
-393.9700884	228.5520054	94
-377.743032	226.9476547	94
-359.2386132	208.2936778	94
-337.4099252	177.6478586	94
-312.3317471	146.0774983	94
-285.2073419	131.6655337	94
-265.703603	125.1121686	94
-241.8694765	117.6614548	94
-211.5907546	116.410605	94
-187.7906186	113.9904827	94
-153.2222978	117.8789939	94
-129.4629504	121.4955812	94
-97.07681849	128.3480625	94
-61.44799456	135.282121	94
-587.5458872	237.7702243	95
-547.4847043	228.7151598	95
-526.9136642	224.2012237	95
-493.4126445	226.0503059	95
-461.0197145	231.8966689	95
-418.9123046	240	95
-392.9979606	244.6770904	95
-374.6227056	245.139361	95
-352.9027872	230.5914344	95
-331.1352821	209.0006798	95
-311.4887831	181.3188307	95
-274.5615228	156.0842964	95
-229.0346703	138.1101292	95
-186.8456832	134.1400408	95
-147.9537729	138.1373216	95
-118.7967369	142.8959891	95
-87.48470428	148.7151598	95
-291.9306594	166.7165194	95
-438.3480625	236.4921822	95
-593.3990483	304.0380693	96
-568.4024473	284.5411285	96
-544.5411285	273.0659415	96
-521.7743032	263.5757988	96
-486.0842964	261.4547927	96
-441.7811013	264.5819171	96
-400.7002039	264.6091094	96
-367.1447995	258.4092454	96
-338.9530931	246.0367097	96
-311.7811013	224.5819171	96
-289.9932019	199.9728076	96
-268.2256968	178.382053	96
-242.182189	163.942896	96
-219.4289599	156.4649898	96
-189.1366417	153.2019035	96
-152.39293	155.1325629	96
-118.8987084	157.9877634	96
-90.82936778	163.7253569	96
-548.4364378	369.5717199	97
-537.2875595	319.5377294	97
-519.8232495	294.8198504	97
-480.9041468	294.7926581	97
-429.0210741	296.0978926	97
-382.4405167	282.1753909	97
-336.9204623	265.2073419	97
-283.7593474	237.3623385	97
-237.0904147	210.3602991	97
-204.5411285	193.0659415	97
-165.5880354	188.0081577	97
-129.9048266	186.8932699	97
-107.2195785	189.4765466	97
-514.5275323	471.053705	100
-480.8293678	443.7253569	100
-441.6451394	404.4595513	100
-409.0414684	379.1162475	100
-372.1889871	364.9490143	100
-333.2087016	355.8667573	100
-295.282121	342.7328348	100
-247.6614548	334.8742352	100
-217.4507138	343.6845683	100
-187.3011557	361.549966	100
-161.5227736	386.3494222	100
-136.900068	422.1889871	100
-119.8776343	462.8687967	100
-360.9993202	468.8783141	102
-350.0883753	454.0584636	102
-338.1373216	445.3025153	102
-320.8497621	446.7437118	102
-303.589395	452.2093814	102
-288.4772264	455.6084296	102
-270.1291638	460.0951734	102
-250.6934058	463.6029912	102
-233.4398368	470.0747791	102
